Company,Industry,Location,address,Phone,Tier,Activeness,Status,Account Manager,Business Developer
Shell Chemical,Chemical / Refining / Metals,Saint Rose,"11842 River Road, Saint Rose, LA 70087, US",504-465-7111,Tier 3,Non-Active,Qualified,Keith  Harrison (TPS),John Shaw
Shell Chemical,Chemical / Refining / Metals,Saraland,"400 Industrial Pkwy., Saraland, AL 36571, US",,Tier 2	(Targeted),Non-Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
Shell Global Solutions Inc,Industrial,Houston,"3333 Hwy 6 South, Houston, TX 77082-3101, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Shell Oil Company,Chemical / Refining / Metals,Deer Park,"5900 Hwy 225, Deer Park, TX 77536, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Shell Oil Company,Chemical / Refining / Metals,Norco,"15536 River Road, Norco, LA 70079, US",,Tier 3,Non-Active,Not Qualified,,
Shintech,Chemical / Refining / Metals,Addis,"9750 LA-1 South, Addis, LA 70710, US",,Tier 2	(Targeted),Non-Active,Not Qualified,"John Shaw (FTS), Barry Landry  (TPS)",John Shaw
Shintech,Chemical / Refining / Metals,Freeport,"5618 Highway 332 East, Freeport, TX 77541, US",409-233-7861,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Barry Landry  (TPS)",John Shaw
Shintech,Chemical / Refining / Metals,Plaquemine,"28245 Hwy 1 Plaquemine La. 70764, Plaquemine, LA 70764, US",,Tier 2	(Targeted),Active,QIP,"John Shaw (FTS), Barry Landry  (TPS)",John Shaw
Shuqualak Lumber Co Inc,Wood Products,Shuqualak,"North Main Street, Shuqualak, MS 39361, US",601-793-9555,Tier 3,Non-Active,Qualified,,
SimplexGrinnell LP,Industrial,Harahan,"5800 Jefferson Hwy Suite A, Harahan, LA 70123, US",,Tier 3,Non-Active,Not Qualified,,
Sloss Industries,Chemical / Refining / Metals,Birmingham,"3500 35th Ave, Birmingham, AL 35207, US",205-808-7924,Tier 3,Non-Active,Not Qualified,,
SMG Managed Facilities,Commercial,New Orleans,", US",,Tier 3,Non-Active,Not Qualified,David Formby (FTS),
Smurfit Stone,Chemical / Refining / Metals,Escambia,"4346 Parker Springs Rd, Brewton, AL 36426-5912, US",,Tier 3,Non-Active,Not Qualified,,
Smurfit Stone,Chemical / Refining / Metals,Stevenson,"1611 County Road 85, Stevenson, AL 35772, US",,Tier 3,Non-Active,Not Qualified,,
Smurfit Stone,Wood Products,"Hodge, LA","Mill Street, Hodge, LA 71247, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Solar Turbines Inc,Power,"Deerpark, TX","1230 Battleground Road, Deerpark, TX 77536, US",713-307-3416,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Solutia,Chemical / Refining / Metals,Alvin,"FM 2917, Alvin, TX 77512, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Solvay Polymers,Chemical / Refining / Metals,Deer Park,"1230 Battleground Road, Deer Park, TX 77536, US",713-307-3000,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
South Hamption Refining,Chemical / Refining / Metals,Silsbee,"Silsbee, TX, US",409-385-1400,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
South Louisiana Ethanol,Chemical / Refining / Metals,Belle Chasse,"278 East Revenna Road, Belle Chasse, LA 70037, US",504-656-0601,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
South Louisiana Sugars Cooperative,Food & Beverage,St. James,"5354 Saint James Coop Street, St. James, LA 70086, US",,Tier 4,Non-Active,Qualified,Keith  Harrison (TPS),
South Mississippi Electric Power Assoc,Power,Batesville,"200 Industrial Road, Batesville, MS 38606, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),Bridget LaBorde
South Mississippi Electric Power Assoc,Power,Hattiesburg,"Hattiesburg, MS, US",,Tier 2	(Targeted),Non-Active,Qualified,,Bridget LaBorde
South Mississippi Electric Power Assoc,Power,Moselle,"308 Moselle Seminary Road, Moselle, MS 39459, US",,Tier 2	(Targeted),Non-Active,Qualified,,Bridget LaBorde
Southeast Wood Treating Co,Wood Products,Montgomery,"3077 Carter Hill, Montgomery, AL 36111, US",,Tier 3,Non-Active,Not Qualified,,
SouthEastern Electric Devt Corp,Power,Lee County,"215 Lee County Rd 315, Smiths, AL 36877, US",,Tier 3,Non-Active,Not Qualified,,
Southeastern Mechanical Services,Industrial,Clearwater,"Clearwater, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Southern Bag Corp,Wood Products,Yazoo City,"Yazoo City, MS, US",,Tier 3,Non-Active,Not Qualified,,
Southern Company,Power,Escatawpa,"Highway 63 North, Escatawpa, MS 39552, US",,Tier 3,Non-Active,Not Qualified,,
Southern Company,Power,Harris Generating-Prattville,"600 County Road41, Prattville, AL 36067, US",,Tier 3,Non-Active,Not Qualified,,
Southern Company,Power,Kemper County Energy-De Kalb,"5835 Hwy 493, De Kalb, MS 39328, US",,Tier 3,Non-Active,Not Qualified,,
Southern Company,Power,Theodore,"7910 Rangeline Road, Theodore, AL 36582, US",,Tier 3,Non-Active,Not Qualified,,
Southern Engineering,Industrial,Birmingham,"2240 Rocky Ridge Road, Birmingham, AL 35216, US",205-824-1205,Tier 3,Non-Active,Not Qualified,,
Southern Ionics,Chemical / Refining / Metals,Baton Rouge,"1250 Neosho Avenue, Baton Rouge, LA 70802, US",,Tier 2	(Targeted),Non-Active,Not Qualified,,
Southern Ionics,Chemical / Refining / Metals,Pasadena,"12901 Bay Park Road, Pasadena, TX 77507, US",281-474-4826,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Southern Ionics,Chemical / Refining / Metals,Tuscaloosa,"5400 Reichold Drive, Tuscaloosa, AL 35404, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Southern Lumber Co,Wood Products,Hermanville,", US",,Tier 4,Non-Active,Not Qualified,,
Southern Reclamation Co,Chemical / Refining / Metals,Sheffield,"Rte 1 River Road, Sheffield, AL 35660, US",256-386-8313,Tier 3,Non-Active,Not Qualified,,
Southland Oil Co,Chemical / Refining / Metals,Lumberton,"Lamar, MS, US",,Tier 3,Non-Active,Not Qualified,,
Southland Oil Co,Chemical / Refining / Metals,Sandersville,"Jones, MS, US",601-426-3241,Tier 3,Non-Active,Not Qualified,,
Southland Oil Co,Chemical / Refining / Metals,Vicksburg,"Vicksburg, MS, US",601-634-1361,Tier 3,Non-Active,Not Qualified,,
Specialized Industrial Maintenance (SIM),Industrial,"Gonzales, LA","39386 Babin Road, Gonzales, LA 70737, US",,Tier 3,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
"Specialty Alloys, Inc",Industrial,Baton Rouge,"4440 Jeffrey Drive, Baton Rouge, LA 70813, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Specialty Minerals,Chemical / Refining / Metals,Mobile,"Papermill Road Gate 3, Mobile, AL 36652, US",,Tier 3,Non-Active,Not Qualified,,
Spectro Chem,Industrial,"Baton Rouge, LA","6211 Hollyfield Dr., Baton Rouge, LA, US",225-755-1020,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
SSAB Alabama Inc,Industrial,Axis,"12400 Highway 43 N, Axis, AL 36505, US",,Tier 3,Non-Active,Not Qualified,,
St Anthony Church,Industrial,Darrow,"Darrow, LA, US",,Tier 4,Non-Active,Not Qualified,,
"St Mary Sugar C-Op, Inc",Food & Beverage,Jeanerette,"20056 LA Hwy 182, Jeanerette, LA 70544, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
St. Louis Pipe & Supply Inc,Industrial,Ellisville,"16321 Westwoods Business Park MO, Ellisville, MO 63021-4521, US",800-737-7473,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Starcon International Inc,Industrial,Manhattan,"260 Marketplace IL, Manhattan, IL 60442, US",815-478-4615,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Starcon International Inc,Industrial,Texas City,"2401 5th Ave South, Texas City, TX 77590, US",409-949-3135,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
STEP Combustion,Industrial,Geismar,"5 Turnberry Lane, Sandy Hook, CT 06482, US",,Tier 3,Non-Active,Not Qualified,Ivy Kimble (TPS),
Stone Container Corp,Wood Products,Arcadia,"3757 2nd Steet, Arcadia, LA 71001, US",337-263-9503,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Stone Container Corp,Wood Products,Hodge,"Mill Street 5279 Planners, Hodge, LA 71247, US",337-259-4421,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Stora Enso Biomaterials,Industrial,Raceland,"1319 LA-182, Raceland, LA 70394, US",,Tier 3,Non-Active,Not Qualified,John Shaw (FTS),John Shaw
Storer Equipment,Industrial,Shreveport,"502 West 67th Street, Shreveport, LA 71106, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Stratcor,Chemical / Refining / Metals,"Hot Springs, AR","4285 Malvern Rd, Hot Springs, AR 71901, US",501-262-1270,Tier 3,Non-Active,Qualified,,Rawland Allen
Strategic Environmental Solutions,Commercial,Baton Rouge,"7575 Jefferson Hwy # 74, Baton Rouge, LA 70806, US",,Tier 4,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Stubbs Foundry Co,Chemical / Refining / Metals,Helena,"3485 Helena Road, Helena, AL 35080, US",,Tier 3,Non-Active,Not Qualified,,
"Styrolution America, LLC",Chemical / Refining / Metals,Pasadena,"1222 Port Road, Pasadena, TX 77507, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS)",
"Styrolution America, LLC",Chemical / Refining / Metals,Texas City,"2800 FM 519 East, Texas City, TX 77592, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Summit Power Equipment,Industrial,Kenner,"941 Industry Road, Kenner, LA 70062, US",504-469-6622,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Sunland Construction,Industrial,Eunice,"2532 Aymond Street, Eunice, LA 70535, US",,Tier 3,Non-Active,Not Qualified,Keith  Harrison (FTS),
Super Dry Industries,Industrial,Shuqualak,"Shuqualak, MS, US",,Tier 3,Non-Active,Qualified,,
Superior Service Co,Industrial,Baldwin,"Baldwin, LA, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Supersweet Feeds,Food & Beverage,Tuscaloosa,"2711 Southside Drive, Tuscaloosa, AL 35401, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Swift Lumber,Wood Products,Atmore,"1450 Swift Mill Road, Atmore, AL 36502, US",251-368-8800,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Sylvest Farms Inc,Food & Beverage,Montgomery,"3500 Western Blvd., Montgomery, AL 36108, US",,Tier 3,Non-Active,Not Qualified,,
Sylvest Poultry,Food & Beverage,Mobile,"3441 Georgia Pacific Ave., Mobile, AL 36617, US",,Tier 3,Non-Active,Not Qualified,,
Sylvest Poultry,Food & Beverage,Sylacauga,"1011 Old Birmingham Hwy, Sylacauga, AL 35150, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Syngenta Crop Protection Inc,Chemical / Refining / Metals,Bucks,"Hwy 43, Bucks, AL 36512, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
Syngenta Crop Protection Inc,Chemical / Refining / Metals,St. Gabriel,"3905 LA-75, St. Gabriel, LA 70776, US",,Tier 1	(Targeted),Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",Bridget LaBorde
T F Tigert Co Inc,Industrial,Lancaster,"2135 Industrial Street, Lancaster, TX 75134, US",972-227-5213,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
T R Miller Lumber Company,Wood Products,Brewton,"Deer Street Hwy 31, Brewton, AL 36427, US",,Tier 2	(Targeted),Non-Active,Qualified,Mark Maulden (FTS),
Tallahassee Power,Power,Purdom Generating Facility-St.Marks,"667 Port Leon Dr., St. Marks, FL 32355, US",,Tier 3,Non-Active,Not Qualified,,
Taminco Inc,Chemical / Refining / Metals,Pace,"4575 Hwy 90, Pace, FL 32571, US",,Tier 2	(Targeted),Non-Active,Qualified,"Rawland Allen (FTS), Rawland Allen (TPS)",
Tamko Roofing Products,Chemical / Refining / Metals,Tuscaloosa,"2300 5th Street, Tuscaloosa, AL 35401, US",205-752-3555,Tier 3,Non-Active,Not Qualified,,
Targa Resources LLC,Chemical / Refining / Metals,Galena Park,"12510 American Petroleum Road, Galena Park, TX 77547, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Targa Resources LLC,Chemical / Refining / Metals,Lake Arthur,"810 Lowry Highway, Lake Arthur, LA 70549, US",337-774-5984,Tier 3,Non-Active,Qualified,Randy  Sharpe (FTS),John Shaw
Targa Resources LLC,Chemical / Refining / Metals,Mont Belvieu,"10319 Hwy 146, Mont Belvieu, TX 77580, US",,Tier 1	(Targeted),Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Targa Resources LLC,Chemical / Refining / Metals,St. Bernard,"1901 Florissant Hwy, St. Bernard, LA 70085, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",John Shaw
Targa Resources LLC,Chemical / Refining / Metals,Sulfur,"1399 Davison Road, Sulfur, LA 70665, US",,Tier 3,Non-Active,Qualified,Randy  Sharpe (FTS),John Shaw
Targa Resources LLC,Chemical / Refining / Metals,Venice,"1565 Tidewater Road, Venice, LA 70091, US",,Tier 3,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Targa Resources LLC,Commercial,Houston,"1000 Louisiana Street  Suite 4700, Houston, TX 77002, US",713-507-6400,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"TD Williamson, Inc",Industrial,"Tulsa, OK","2929 West 21st St OK, Tulsa, OK 74107, US",918-447-5519,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
"TEAM Industrial Services, Inc",Commercial,Gonzales,"9222 Ashland Road, Gonzlaes, LA 70737, US",,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Tejas Boiler Service,Industrial,Houston,"7206 Elbert, Houston, TX 77028, US",(713) 631-8200,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Tembec USA LLC,Wood Products,St. Francisville,"2552 La Hwy 964, St. Francisville, LA 70775, US",225-635-3311,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Temperature Controls,Industrial,Gonzales,"14342 Braud Road, Gonzales, LA 70737, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Temple-Inland Corporation,Wood Products,Bogalusa,"405 Avenue U, Bogalusa, LA 70427, US",985-732-8000,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Temple-Inland Corporation,Wood Products,Diboll-Particle Board,"700 West Borden Drive, Diboll, TX 75941, US",,Tier 2	(Targeted),Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Temple-Inland Corporation,Wood Products,Hope,"Hwy 132, Hope, AR, US",,Tier 3,Non-Active,Not Qualified,,
Temple-Inland Corporation,Wood Products,Jasper,"Jasper, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Temple-Inland Corporation,Wood Products,Monroeville,"Temple Lane, Monroeville, AL 36460, US",251-575-4876,Tier 3,Non-Active,Qualified,,
Temple-Inland Corporation,Wood Products,Mount Jewitt,"RR#1 Hutchins Rd. PA, Mount Jewitt, TX 16735, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Temple-Inland Corporation,Wood Products,Orange,"1750 Inland Road, Orange, TX 77632, US",409-746-2441,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Temple-Inland Corporation,Wood Products,Pine Bluff,"1701 Jefferson Hwy, Pine Bluff, AR 71611, US",870-541-5000,Tier 3,Non-Active,Qualified,,
Temple-Inland Corporation,Wood Products,Sabine,"Sabine, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Tenaska Generating Station,Power,Billingsley,"3405 County Rd 26, Billingsley, AL 36006, US",,Tier 3,Non-Active,Not Qualified,,
Tenessee Valley Recycling,Chemical / Refining / Metals,Decatur,"1300 Courtland Road, Decatur, AL 35602, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Tenessee Valley Recycling,Chemical / Refining / Metals,Sheffield,"700 W. 20ths teet, Sheffield, AL 35660, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Tennessee Valley Authority,Chemical / Refining / Metals,Meridian,"711 Mississippi 16, Philadelphia, MS 39350, US",,Tier 3,Non-Active,Not Qualified,,
Terrebonne Parish Consolidated Government - Formerly Known as - City of Houma,Power,Houma,"1551 Barrow Street, Houma, LA 70360, US",,Tier 3,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Test Customer,Chemical / Refining / Metals,Gonzales,"1234 Jump Street, Gonzales, LA 70737, US",,Tier 4,Non-Active,QIP,,
Tex-Fab Inc,Industrial,Cypryss,"23138 US Hwy 290, Cypress, TX 77429, US",,Tier 3,Active,Not Qualified,,
"Tex-Fin, Inc.",Industrial,Houston,"19115 Aldine-Westfield, Houston, TX 77073, US",281-821-7150,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Basket Company,Wood Products,Jacksonville,"100 Myrtle drive, Jacksonville, TX 75766, US",903-586-8014,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Brine Corp,Chemical / Refining / Metals,Belle Rose,"1301 Highway 70, Belle Rose, LA 70341, US",,Tier 3,Non-Active,Not Qualified,,
Texas Brine Corp,Chemical / Refining / Metals,Houston,"4800 San Felipe, Houston, TX 77506, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Burner & Boiler Service,Industrial,Orange Grove,"450 Cr 3075, Orange Grove, TX 78572, US",361-384-1900,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Eastman,Chemical / Refining / Metals,"Longview, TX","Hwy 149 @ Kodak Blvd, Longview, TX 75603, US",903-237-5000,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Municipal Power Agency,Power,Bryan,", TX, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Texas Petrochemicals,Chemical / Refining / Metals,Houston,"8600 Park Place Blvd., Houston, TX 77017, US",,Tier 2	(Targeted),Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Petrochemicals,Chemical / Refining / Metals,Port Neches,"2101 Park Street, Port Neches, TX 77651, US",409-722-8381,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Southern University,Industrial,Houston,"3100 Cleburne Ave, Houston, TX 77004, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas Tech University,Power,"Lubbuck, TX","Hartford & Main St, Lubbuck, TX 79409, US",806-742-2011,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Texas-New Mexico Power,Power,Bremon,"Bremon, TX, US",254-746-7604,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"The Chemours Company FC, LLC",Chemical / Refining / Metals,Pass Christian,"7685 Kiln Delisle Rd, Pass Christian, MS 39571, US",,Tier 2	(Targeted),Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",Bridget LaBorde
The Republic of West Florida Historical Association,Commercial,Jackson,"1050 Charter Street, Jackson, LA 70748, US",,Tier 3,Non-Active,Not Qualified,Barry Landry  (FTS),
Thermal Energy Corporation,Power,Houston,"1615 Braeswood Blvd, Houston, TX 77030, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
"Thermalex, Inc",Chemical / Refining / Metals,Montgomery,"2758 Gunter Park Dr W., Montgomery, AL 36109, US",334-272-8270,Tier 3,Non-Active,Not Qualified,,
Thompson Meat Co,Food & Beverage,Brundidge,"Tennille Road, RR2, Brundidge, AL 36010, US",,Tier 3,Non-Active,Not Qualified,,
Tiger-Sul Products LLC,Chemical / Refining / Metals,Tiger-Sul Atmore,"25 Byrne Drive, Atmore, AL 32605, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
Titan Tire,Industrial,Natchez,"Natchez, MS, US",,Tier 3,Non-Active,Qualified,,
"TMA Environmental, Inc.",Industrial,Gonzales,"6065 HWY 73, Geismar, LA 70734, US",,Tier 3,Non-Active,Not Qualified,"Ivy Kimble (FTS), Ivy Kimble (TPS)",
TMPA,Power,Carlos,"2.5 N of Carlos on FM244, Carlos, TX 77830, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Tokai Carbon CB,Chemical / Refining / Metals,Addis,"5221 Sid Richardson Rd, Addis, LA 70710, US",,Tier 3,Non-Active,Not Qualified,John Shaw (FTS),John Shaw
Tokai Carbon CB,Chemical / Refining / Metals,Borger,"W. Hwy 136, Borger, TX 79007, US",806-274-7213,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Tokai Carbons,Chemical / Refining / Metals,Addis,"5221 Sid Richardson Rd., Addis, LA 70710, US",225-687-1931,Tier 3,Non-Active,Not Qualified,"John Shaw (FTS), Keith  Harrison (TPS)",John Shaw
Tom Stevens Boiler Repair Inc,Industrial,Clackamas,"OR, Clackamas, OR, US",503-658-2289,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Topcor Belco,Commercial,Prairieville,"40118 Causey Road, Prairieville, LA 70769, US",,Tier 3,Non-Active,Not Qualified,"Barry Carpenter (FTS), Barry Carpenter (TPS)",Ivy Kimble
"Total Energies Petrochemicals & Refining USA, Inc",Chemical / Refining / Metals,Axis,"Hwy 43 North, Axis, AL 36505, US",251-829-9421,Tier 2	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),
"Total Energies Petrochemicals & Refining USA, Inc",Chemical / Refining / Metals,Carville,"6325 Hwy 75, Carville, LA 70721, US",,Tier 1	(Targeted),Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
"Total Energies Petrochemicals & Refining USA, Inc",Chemical / Refining / Metals,Channelview,"8280 Sheldon Rd, Channelview, TX 77530, US",,Tier 2	(Targeted),Non-Active,Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Total Energies Petrochemicals & Refining USA, Inc",Chemical / Refining / Metals,LaPorte,"1818 Battleground Road, LaPorte, TX 77571, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Total Energies Petrochemicals & Refining USA, Inc",Chemical / Refining / Metals,Pasadena,"12212 Port Road, Pasadena, TX 77507, US",,Tier 2	(Targeted),Non-Active,Not Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Total Energies Petrochemicals & Refining USA, Inc",Chemical / Refining / Metals,Port Arthur,"Hwy 366 @ 32nd Street, Port Arthur, TX 77641, US",,Tier 2	(Targeted),Non-Active,Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TRI-Stream Energy,Commercial,Wills Point,"3237 Van Zandt County Road 3204, Wills Point, TX 75165, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
TRI-Stream Energy,Power,Eustace,"16401 CR 2854, Eustace, TX 75124, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS), Nathan Gewin (PSS)",
Trilogy Medical Waste,Commercial,Church Point,"8548 Grand Prairie Hwy, Church Point, LA 70525, US",,Tier 1,Non-Active,Not Qualified,Barry Landry  (TPS),
Trin Tex Industrial Tire,Industrial,Florence,"433 Lane Drive, Florence, AL 35630, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Tru,Chemical / Refining / Metals,Sylacauga,"Oldfield Road, Sylacauga, AL 35150, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Try-State Brick,Chemical / Refining / Metals,Jackson,"2050 Forest Avenue, Jackson, MS 39213, US",601-981-1410,Tier 3,Non-Active,Not Qualified,,
TT Barge,Commercial,Donaldsonville,"7324 Hwy 405, Donaldsonville, LA 70346, US",,Tier 3,Non-Active,Not Qualified,,
"Tulsa Heaters, Inc",Commercial,Tulsa,"1350 S Boulder, Suite 800, Tulsa, OK 74119, US",,Tier 3,Non-Active,Not Qualified,,
Turner Industries,Industrial,Baton Rouge,"Baton Rouge, LA, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Tuscaloosa Steel Corp,Chemical / Refining / Metals,Tuscaloosa,"1700 Holt Road, Tuscaloosa, AL 35404, US",,Tier 3,Non-Active,Not Qualified,,
TVS Valve Services,Industrial,Broken Arrow,"1300 E. Memphis OK, Broken Arrow, TX 74012, US",800-324-7035,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TX Gulf Coast Engineering,Industrial,Pasadena,"1149 Ellsworth Drive Suite # 410, Pasadena, TX 77506, US",713-477-8682,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
